AnzscoCode,Level,Date,NoOfVacancies,State,Title
62,3,01/09/2009,2788.54,VIC,Sales Assistants and Salespersons
63,3,01/09/2009,533.61,VIC,Sales Support Workers
7,2,01/09/2009,1859.47,VIC,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,436.6,VIC,Machine and Stationary Plant Operators
72,3,01/09/2009,340.5,VIC,Mobile Plant Operators
7A,3,01/09/2009,1085.27,VIC,Drivers and Storepersons
8,2,01/09/2009,3485.64,VIC,LABOURERS
81,3,01/09/2009,675.89,VIC,Cleaners and Laundry Workers
82,3,01/09/2009,238.3,VIC,Construction and Mining Labourers
83,3,01/09/2009,697.94,VIC,Factory Process Workers
84,3,01/09/2009,300.75,VIC,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,335.56,VIC,Food Preparation Assistants
89,3,01/09/2009,1250.14,VIC,Other Labourers
0,1,01/09/2009,35275.35,QLD,QLD TOTAL
1,2,01/09/2009,3930.4,QLD,MANAGERS
11,3,01/09/2009,139.89,QLD,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2009,10.9,QLD,Farmers and Farm Managers
14,3,01/09/2009,978.62,QLD,"Hospitality, Retail and Service Managers"
1A,3,01/09/2009,1421.67,QLD,Corporate Managers
1B,3,01/09/2009,1144.9,QLD,"Construction, Production and Distribution Managers"
1C,3,01/09/2009,219.54,QLD,"Health, Education, ICT and Other Managers"
2,2,01/09/2009,9071.54,QLD,PROFESSIONALS
21,3,01/09/2009,188.34,QLD,Arts and Media Professionals
24,3,01/09/2009,198.43,QLD,Education Professionals
26,3,01/09/2009,1354.37,QLD,ICT Professionals
27,3,01/09/2009,990.8,QLD,"Legal, Social and Welfare Professionals"
2A,3,01/09/2009,2342.49,QLD,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2009,210.85,QLD,Information Professionals
2C,3,01/09/2009,315.34,QLD,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2009,320.49,QLD,"Transport and Design Professionals, and Architects"
2E,3,01/09/2009,1315.51,QLD,Engineers
2F,3,01/09/2009,361.47,QLD,Science Professionals and Veterinarians
2G,3,01/09/2009,565.34,QLD,Health Diagnostic and Therapy Professionals
2H,3,01/09/2009,952.84,QLD,Medical Practitioners and Nurses
3,2,01/09/2009,4667.69,QLD,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2009,1017.85,QLD,"Engineering, ICT and Science Technicians"
32,3,01/09/2009,1166.39,QLD,Automotive and Engineering Trades Workers
33,3,01/09/2009,563.23,QLD,Construction Trades Workers
34,3,01/09/2009,437,QLD,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2009,846.27,QLD,Food Trades Workers
36,3,01/09/2009,157.96,QLD,Skilled Animal and Horticultural Workers
3A,3,01/09/2009,354.8,QLD,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2009,118.16,QLD,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2009,2445.76,QLD,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2009,201.16,QLD,Health and Welfare Support Workers
42,3,01/09/2009,865.27,QLD,Carers and Aides
43,3,01/09/2009,849.11,QLD,Hospitality Workers
44,3,01/09/2009,159.03,QLD,Protective Service Workers
45,3,01/09/2009,381.27,QLD,"Sports, Travel and Personal Service Workers"
5,2,01/09/2009,5479.41,QLD,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2009,1086.54,QLD,Numerical Clerks
56,3,01/09/2009,335.82,QLD,Clerical and Office Support Workers
59,3,01/09/2009,634.39,QLD,Other Clerical and Administrative Workers
5A,3,01/09/2009,914.31,QLD,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2009,2481.69,QLD,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2009,4105.65,QLD,SALES WORKERS
61,3,01/09/2009,1531.15,QLD,Sales Representatives and Agents
62,3,01/09/2009,2147.1,QLD,Sales Assistants and Salespersons
63,3,01/09/2009,444.27,QLD,Sales Support Workers
7,2,01/09/2009,2027.57,QLD,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,474.33,QLD,Machine and Stationary Plant Operators
72,3,01/09/2009,430.7,QLD,Mobile Plant Operators
7A,3,01/09/2009,1114.96,QLD,Drivers and Storepersons
8,2,01/09/2009,3531.35,QLD,LABOURERS
81,3,01/09/2009,803.2,QLD,Cleaners and Laundry Workers
82,3,01/09/2009,345.45,QLD,Construction and Mining Labourers
83,3,01/09/2009,414.01,QLD,Factory Process Workers
84,3,01/09/2009,341.18,QLD,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,310.39,QLD,Food Preparation Assistants
89,3,01/09/2009,1306.91,QLD,Other Labourers
0,1,01/09/2009,10945.73,SA,SA TOTAL
1,2,01/09/2009,1110.69,SA,MANAGERS
11,3,01/09/2009,32.55,SA,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2009,6.99,SA,Farmers and Farm Managers
14,3,01/09/2009,310.41,SA,"Hospitality, Retail and Service Managers"
1A,3,01/09/2009,353.14,SA,Corporate Managers
1B,3,01/09/2009,349.5,SA,"Construction, Production and Distribution Managers"
1C,3,01/09/2009,55.02,SA,"Health, Education, ICT and Other Managers"
2,2,01/09/2009,2029.46,SA,PROFESSIONALS
21,3,01/09/2009,40.38,SA,Arts and Media Professionals
24,3,01/09/2009,59.38,SA,Education Professionals
26,3,01/09/2009,300.63,SA,ICT Professionals
27,3,01/09/2009,217.73,SA,"Legal, Social and Welfare Professionals"
2A,3,01/09/2009,565.85,SA,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2009,62.22,SA,Information Professionals
2C,3,01/09/2009,65.25,SA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2009,58.04,SA,"Transport and Design Professionals, and Architects"
2E,3,01/09/2009,197.05,SA,Engineers
2F,3,01/09/2009,58.15,SA,Science Professionals and Veterinarians
2G,3,01/09/2009,158.56,SA,Health Diagnostic and Therapy Professionals
2H,3,01/09/2009,259.59,SA,Medical Practitioners and Nurses
3,2,01/09/2009,1496.01,SA,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2009,251.74,SA,"Engineering, ICT and Science Technicians"
32,3,01/09/2009,391.31,SA,Automotive and Engineering Trades Workers
33,3,01/09/2009,173.7,SA,Construction Trades Workers
34,3,01/09/2009,134.19,SA,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2009,289,SA,Food Trades Workers
36,3,01/09/2009,39.39,SA,Skilled Animal and Horticultural Workers
3A,3,01/09/2009,179.36,SA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2009,35.45,SA,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2009,898.35,SA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2009,86.58,SA,Health and Welfare Support Workers
42,3,01/09/2009,275.35,SA,Carers and Aides
43,3,01/09/2009,353.9,SA,Hospitality Workers
44,3,01/09/2009,68.41,SA,Protective Service Workers
45,3,01/09/2009,116.53,SA,"Sports, Travel and Personal Service Workers"
5,2,01/09/2009,1746.92,SA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2009,327.27,SA,Numerical Clerks
56,3,01/09/2009,74.5,SA,Clerical and Office Support Workers
59,3,01/09/2009,156.6,SA,Other Clerical and Administrative Workers
5A,3,01/09/2009,280.67,SA,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2009,901.25,SA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2009,1340.91,SA,SALES WORKERS
61,3,01/09/2009,334.45,SA,Sales Representatives and Agents
62,3,01/09/2009,864.2,SA,Sales Assistants and Salespersons
63,3,01/09/2009,138.47,SA,Sales Support Workers
7,2,01/09/2009,725.57,SA,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,162.63,SA,Machine and Stationary Plant Operators
72,3,01/09/2009,146.23,SA,Mobile Plant Operators
7A,3,01/09/2009,416.05,SA,Drivers and Storepersons
8,2,01/09/2009,1580.39,SA,LABOURERS
81,3,01/09/2009,296.1,SA,Cleaners and Laundry Workers
82,3,01/09/2009,133.62,SA,Construction and Mining Labourers
83,3,01/09/2009,267.75,SA,Factory Process Workers
84,3,01/09/2009,140.46,SA,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,147.35,SA,Food Preparation Assistants
89,3,01/09/2009,594.56,SA,Other Labourers
0,1,01/09/2009,16699.2,WA,WA TOTAL
1,2,01/09/2009,2075.51,WA,MANAGERS
11,3,01/09/2009,63.29,WA,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2009,8.77,WA,Farmers and Farm Managers
14,3,01/09/2009,434.02,WA,"Hospitality, Retail and Service Managers"
1A,3,01/09/2009,672.12,WA,Corporate Managers
1B,3,01/09/2009,831.84,WA,"Construction, Production and Distribution Managers"
1C,3,01/09/2009,82.05,WA,"Health, Education, ICT and Other Managers"
2,2,01/09/2009,4531.46,WA,PROFESSIONALS
21,3,01/09/2009,59.5,WA,Arts and Media Professionals
24,3,01/09/2009,106.03,WA,Education Professionals
26,3,01/09/2009,523.48,WA,ICT Professionals
27,3,01/09/2009,333.51,WA,"Legal, Social and Welfare Professionals"
2A,3,01/09/2009,1198.89,WA,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2009,107.06,WA,Information Professionals
2C,3,01/09/2009,147.1,WA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2009,186.77,WA,"Transport and Design Professionals, and Architects"
2E,3,01/09/2009,1049.63,WA,Engineers
2F,3,01/09/2009,299.31,WA,Science Professionals and Veterinarians
2G,3,01/09/2009,261.44,WA,Health Diagnostic and Therapy Professionals
2H,3,01/09/2009,253.26,WA,Medical Practitioners and Nurses
3,2,01/09/2009,2156.07,WA,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2009,627.84,WA,"Engineering, ICT and Science Technicians"
32,3,01/09/2009,589.77,WA,Automotive and Engineering Trades Workers
33,3,01/09/2009,187.22,WA,Construction Trades Workers
34,3,01/09/2009,291.96,WA,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2009,258.04,WA,Food Trades Workers
36,3,01/09/2009,78.8,WA,Skilled Animal and Horticultural Workers
3A,3,01/09/2009,80.79,WA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2009,46.87,WA,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2009,863.35,WA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2009,78.82,WA,Health and Welfare Support Workers
42,3,01/09/2009,281.36,WA,Carers and Aides
43,3,01/09/2009,279.09,WA,Hospitality Workers
44,3,01/09/2009,82.09,WA,Protective Service Workers
45,3,01/09/2009,145.75,WA,"Sports, Travel and Personal Service Workers"
5,2,01/09/2009,2802.8,WA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2009,609.04,WA,Numerical Clerks
56,3,01/09/2009,122.31,WA,Clerical and Office Support Workers
59,3,01/09/2009,325.6,WA,Other Clerical and Administrative Workers
5A,3,01/09/2009,544.18,WA,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2009,1199.27,WA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2009,1662.11,WA,SALES WORKERS
61,3,01/09/2009,622.9,WA,Sales Representatives and Agents
62,3,01/09/2009,891.05,WA,Sales Assistants and Salespersons
63,3,01/09/2009,163.05,WA,Sales Support Workers
7,2,01/09/2009,1058.57,WA,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,292.72,WA,Machine and Stationary Plant Operators
72,3,01/09/2009,276.44,WA,Mobile Plant Operators
7A,3,01/09/2009,495.54,WA,Drivers and Storepersons
8,2,01/09/2009,1537.61,WA,LABOURERS
81,3,01/09/2009,305.33,WA,Cleaners and Laundry Workers
82,3,01/09/2009,198.12,WA,Construction and Mining Labourers
83,3,01/09/2009,206.12,WA,Factory Process Workers
84,3,01/09/2009,120.54,WA,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,121.97,WA,Food Preparation Assistants
89,3,01/09/2009,578.4,WA,Other Labourers
0,1,01/09/2009,1996.47,TAS,TAS TOTAL
1,2,01/09/2009,212.99,TAS,MANAGERS
11,3,01/09/2009,17,TAS,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2009,1.35,TAS,Farmers and Farm Managers
14,3,01/09/2009,46.55,TAS,"Hospitality, Retail and Service Managers"
1A,3,01/09/2009,76.38,TAS,Corporate Managers
1B,3,01/09/2009,55.27,TAS,"Construction, Production and Distribution Managers"
1C,3,01/09/2009,12.06,TAS,"Health, Education, ICT and Other Managers"
2,2,01/09/2009,461,TAS,PROFESSIONALS
21,3,01/09/2009,9.57,TAS,Arts and Media Professionals
24,3,01/09/2009,22.59,TAS,Education Professionals
26,3,01/09/2009,40.21,TAS,ICT Professionals
27,3,01/09/2009,48.76,TAS,"Legal, Social and Welfare Professionals"
2A,3,01/09/2009,83.71,TAS,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2009,7.75,TAS,Information Professionals
2C,3,01/09/2009,16.32,TAS,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2009,16.53,TAS,"Transport and Design Professionals, and Architects"
2E,3,01/09/2009,70.08,TAS,Engineers
2F,3,01/09/2009,7.17,TAS,Science Professionals and Veterinarians
2G,3,01/09/2009,46.98,TAS,Health Diagnostic and Therapy Professionals
2H,3,01/09/2009,88.56,TAS,Medical Practitioners and Nurses
3,2,01/09/2009,281.32,TAS,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2009,39.12,TAS,"Engineering, ICT and Science Technicians"
32,3,01/09/2009,44.42,TAS,Automotive and Engineering Trades Workers
33,3,01/09/2009,56.55,TAS,Construction Trades Workers
34,3,01/09/2009,21.23,TAS,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2009,71.68,TAS,Food Trades Workers
36,3,01/09/2009,6.48,TAS,Skilled Animal and Horticultural Workers
3A,3,01/09/2009,18.23,TAS,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2009,17.6,TAS,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2009,200.81,TAS,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2009,24.01,TAS,Health and Welfare Support Workers
42,3,01/09/2009,52.42,TAS,Carers and Aides
43,3,01/09/2009,75.59,TAS,Hospitality Workers
44,3,01/09/2009,10.67,TAS,Protective Service Workers
45,3,01/09/2009,30.89,TAS,"Sports, Travel and Personal Service Workers"
5,2,01/09/2009,260.89,TAS,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2009,53.77,TAS,Numerical Clerks
56,3,01/09/2009,11.31,TAS,Clerical and Office Support Workers
59,3,01/09/2009,16.38,TAS,Other Clerical and Administrative Workers
5A,3,01/09/2009,30.83,TAS,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2009,147.91,TAS,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2009,244.76,TAS,SALES WORKERS
61,3,01/09/2009,75.32,TAS,Sales Representatives and Agents
62,3,01/09/2009,143.74,TAS,Sales Assistants and Salespersons
63,3,01/09/2009,22.76,TAS,Sales Support Workers
7,2,01/09/2009,100.38,TAS,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,8.59,TAS,Machine and Stationary Plant Operators
72,3,01/09/2009,15.55,TAS,Mobile Plant Operators
7A,3,01/09/2009,74.6,TAS,Drivers and Storepersons
8,2,01/09/2009,266.04,TAS,LABOURERS
81,3,01/09/2009,62.16,TAS,Cleaners and Laundry Workers
82,3,01/09/2009,11.44,TAS,Construction and Mining Labourers
83,3,01/09/2009,28.14,TAS,Factory Process Workers
84,3,01/09/2009,30.17,TAS,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,23.9,TAS,Food Preparation Assistants
89,3,01/09/2009,101.2,TAS,Other Labourers
0,1,01/09/2009,3315.13,NT,NT TOTAL
1,2,01/09/2009,412.31,NT,MANAGERS
11,3,01/09/2009,35.45,NT,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2009,0.11,NT,Farmers and Farm Managers
14,3,01/09/2009,122.64,NT,"Hospitality, Retail and Service Managers"
1A,3,01/09/2009,100.5,NT,Corporate Managers
1B,3,01/09/2009,119.67,NT,"Construction, Production and Distribution Managers"
1C,3,01/09/2009,33.71,NT,"Health, Education, ICT and Other Managers"
2,2,01/09/2009,734.87,NT,PROFESSIONALS
21,3,01/09/2009,9.86,NT,Arts and Media Professionals
24,3,01/09/2009,61.47,NT,Education Professionals
26,3,01/09/2009,30.95,NT,ICT Professionals
27,3,01/09/2009,78.75,NT,"Legal, Social and Welfare Professionals"
2A,3,01/09/2009,129.52,NT,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2009,42.4,NT,Information Professionals
2C,3,01/09/2009,11.98,NT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2009,31.4,NT,"Transport and Design Professionals, and Architects"
2E,3,01/09/2009,91.36,NT,Engineers
2F,3,01/09/2009,44.81,NT,Science Professionals and Veterinarians
2G,3,01/09/2009,66.78,NT,Health Diagnostic and Therapy Professionals
2H,3,01/09/2009,138.79,NT,Medical Practitioners and Nurses
3,2,01/09/2009,503,NT,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2009,87.3,NT,"Engineering, ICT and Science Technicians"
32,3,01/09/2009,133.33,NT,Automotive and Engineering Trades Workers
33,3,01/09/2009,61.67,NT,Construction Trades Workers
34,3,01/09/2009,46.94,NT,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2009,109.61,NT,Food Trades Workers
36,3,01/09/2009,20.4,NT,Skilled Animal and Horticultural Workers
3A,3,01/09/2009,28.49,NT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2009,21.18,NT,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2009,315.4,NT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2009,62.02,NT,Health and Welfare Support Workers
42,3,01/09/2009,98.22,NT,Carers and Aides
43,3,01/09/2009,86.54,NT,Hospitality Workers
44,3,01/09/2009,28.23,NT,Protective Service Workers
45,3,01/09/2009,38.77,NT,"Sports, Travel and Personal Service Workers"
5,2,01/09/2009,581.74,NT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2009,112.22,NT,Numerical Clerks
56,3,01/09/2009,15.23,NT,Clerical and Office Support Workers
59,3,01/09/2009,41.1,NT,Other Clerical and Administrative Workers
5A,3,01/09/2009,101.47,NT,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2009,317.86,NT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2009,304.67,NT,SALES WORKERS
61,3,01/09/2009,125.86,NT,Sales Representatives and Agents
62,3,01/09/2009,163.47,NT,Sales Assistants and Salespersons
63,3,01/09/2009,27,NT,Sales Support Workers
7,2,01/09/2009,179.78,NT,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,35.15,NT,Machine and Stationary Plant Operators
72,3,01/09/2009,32.02,NT,Mobile Plant Operators
7A,3,01/09/2009,116.66,NT,Drivers and Storepersons
8,2,01/09/2009,281.39,NT,LABOURERS
81,3,01/09/2009,96.52,NT,Cleaners and Laundry Workers
82,3,01/09/2009,29.94,NT,Construction and Mining Labourers
83,3,01/09/2009,17.26,NT,Factory Process Workers
84,3,01/09/2009,26.19,NT,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,24.48,NT,Food Preparation Assistants
89,3,01/09/2009,89.54,NT,Other Labourers
0,1,01/09/2009,4255.93,ACT,ACT TOTAL
1,2,01/09/2009,650.51,ACT,MANAGERS
11,3,01/09/2009,16.66,ACT,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2009,0.06,ACT,Farmers and Farm Managers
14,3,01/09/2009,171.71,ACT,"Hospitality, Retail and Service Managers"
1A,3,01/09/2009,183.29,ACT,Corporate Managers
1B,3,01/09/2009,246.38,ACT,"Construction, Production and Distribution Managers"
1C,3,01/09/2009,41.07,ACT,"Health, Education, ICT and Other Managers"
2,2,01/09/2009,1731.81,ACT,PROFESSIONALS
21,3,01/09/2009,39.72,ACT,Arts and Media Professionals
24,3,01/09/2009,34.16,ACT,Education Professionals
26,3,01/09/2009,844.01,ACT,ICT Professionals
27,3,01/09/2009,126.4,ACT,"Legal, Social and Welfare Professionals"
2A,3,01/09/2009,313.5,ACT,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2009,108.59,ACT,Information Professionals
2C,3,01/09/2009,45.44,ACT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2009,40.3,ACT,"Transport and Design Professionals, and Architects"
2E,3,01/09/2009,104.89,ACT,Engineers
2F,3,01/09/2009,4.73,ACT,Science Professionals and Veterinarians
2G,3,01/09/2009,41.59,ACT,Health Diagnostic and Therapy Professionals
2H,3,01/09/2009,64.8,ACT,Medical Practitioners and Nurses
3,2,01/09/2009,350.69,ACT,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2009,152.31,ACT,"Engineering, ICT and Science Technicians"
32,3,01/09/2009,25.46,ACT,Automotive and Engineering Trades Workers
33,3,01/09/2009,24.33,ACT,Construction Trades Workers
34,3,01/09/2009,35.26,ACT,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2009,43.19,ACT,Food Trades Workers
36,3,01/09/2009,20.27,ACT,Skilled Animal and Horticultural Workers
3A,3,01/09/2009,23.88,ACT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2009,20.86,ACT,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2009,214.58,ACT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2009,22.5,ACT,Health and Welfare Support Workers
42,3,01/09/2009,68.48,ACT,Carers and Aides
43,3,01/09/2009,63.06,ACT,Hospitality Workers
44,3,01/09/2009,39.14,ACT,Protective Service Workers
45,3,01/09/2009,24.98,ACT,"Sports, Travel and Personal Service Workers"
5,2,01/09/2009,755.5,ACT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2009,130.91,ACT,Numerical Clerks
56,3,01/09/2009,11.26,ACT,Clerical and Office Support Workers
59,3,01/09/2009,60.79,ACT,Other Clerical and Administrative Workers
5A,3,01/09/2009,181.42,ACT,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2009,359.45,ACT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2009,359.36,ACT,SALES WORKERS
61,3,01/09/2009,112.97,ACT,Sales Representatives and Agents
62,3,01/09/2009,230.65,ACT,Sales Assistants and Salespersons
63,3,01/09/2009,18.79,ACT,Sales Support Workers
7,2,01/09/2009,81.81,ACT,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2009,11.16,ACT,Machine and Stationary Plant Operators
72,3,01/09/2009,13.73,ACT,Mobile Plant Operators
7A,3,01/09/2009,53.45,ACT,Drivers and Storepersons
8,2,01/09/2009,164.66,ACT,LABOURERS
81,3,01/09/2009,44.25,ACT,Cleaners and Laundry Workers
82,3,01/09/2009,17.6,ACT,Construction and Mining Labourers
83,3,01/09/2009,16.8,ACT,Factory Process Workers
84,3,01/09/2009,2.82,ACT,"Farm, Forestry and Garden Workers"
85,3,01/09/2009,17.68,ACT,Food Preparation Assistants
89,3,01/09/2009,65.75,ACT,Other Labourers
0,1,01/09/2010,198610.08,AUST,AUSTRALIAN TOTAL
1,2,01/09/2010,23957.49,AUST,MANAGERS
11,3,01/09/2010,639.62,AUST,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2010,105.66,AUST,Farmers and Farm Managers
14,3,01/09/2010,5085.32,AUST,"Hospitality, Retail and Service Managers"
1A,3,01/09/2010,10591.54,AUST,Corporate Managers
1B,3,01/09/2010,5990.81,AUST,"Construction, Production and Distribution Managers"
1C,3,01/09/2010,1450.85,AUST,"Health, Education, ICT and Other Managers"
2,2,01/09/2010,54009.37,AUST,PROFESSIONALS
21,3,01/09/2010,883.25,AUST,Arts and Media Professionals
24,3,01/09/2010,1068.23,AUST,Education Professionals
26,3,01/09/2010,14238.79,AUST,ICT Professionals
27,3,01/09/2010,3890.84,AUST,"Legal, Social and Welfare Professionals"
2A,3,01/09/2010,11586.65,AUST,"Business, Finance and Human Resource Professionals"
2B,3,01/09/2010,2022.74,AUST,Information Professionals
2C,3,01/09/2010,3202.62,AUST,"Sales, Marketing & Public Relations Professionals"
2D,3,01/09/2010,2565.25,AUST,"Transport and Design Professionals, and Architects"
2E,3,01/09/2010,6985.13,AUST,Engineers
2F,3,01/09/2010,1765.68,AUST,Science Professionals and Veterinarians
2G,3,01/09/2010,2151.11,AUST,Health Diagnostic and Therapy Professionals
2H,3,01/09/2010,3643.87,AUST,Medical Practitioners and Nurses
3,2,01/09/2010,25641.29,AUST,TECHNICIANS AND TRADES WORKERS
31,3,01/09/2010,6345.06,AUST,"Engineering, ICT and Science Technicians"
32,3,01/09/2010,6348.53,AUST,Automotive and Engineering Trades Workers
33,3,01/09/2010,3147.97,AUST,Construction Trades Workers
34,3,01/09/2010,2432.81,AUST,Electrotechnology and Telecommunications Trades Workers
35,3,01/09/2010,4204.69,AUST,Food Trades Workers
36,3,01/09/2010,1074.17,AUST,Skilled Animal and Horticultural Workers
3A,3,01/09/2010,1725.12,AUST,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/09/2010,499.9,AUST,"Jewellers, Arts and Other Trades Workers"
4,2,01/09/2010,12468.85,AUST,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/09/2010,1014.34,AUST,Health and Welfare Support Workers
42,3,01/09/2010,4553.24,AUST,Carers and Aides
43,3,01/09/2010,4306.71,AUST,Hospitality Workers
44,3,01/09/2010,843.33,AUST,Protective Service Workers
45,3,01/09/2010,1705.11,AUST,"Sports, Travel and Personal Service Workers"
5,2,01/09/2010,35435.35,AUST,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/09/2010,7962.7,AUST,Numerical Clerks
56,3,01/09/2010,1044.11,AUST,Clerical and Office Support Workers
59,3,01/09/2010,4487.77,AUST,Other Clerical and Administrative Workers
5A,3,01/09/2010,6481.02,AUST,"Office Managers, Administrators and Secretaries"
5B,3,01/09/2010,15424.67,AUST,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/09/2010,19756.73,AUST,SALES WORKERS
61,3,01/09/2010,6152.11,AUST,Sales Representatives and Agents
62,3,01/09/2010,11653.23,AUST,Sales Assistants and Salespersons
63,3,01/09/2010,2010.44,AUST,Sales Support Workers
7,2,01/09/2010,10610.45,AUST,MACHINERY OPERATORS AND DRIVERS
71,3,01/09/2010,2351.46,AUST,Machine and Stationary Plant Operators
72,3,01/09/2010,2350.23,AUST,Mobile Plant Operators
7A,3,01/09/2010,5933.13,AUST,Drivers and Storepersons
8,2,01/09/2010,17450.14,AUST,LABOURERS
81,3,01/09/2010,3175.18,AUST,Cleaners and Laundry Workers
82,3,01/09/2010,1440.56,AUST,Construction and Mining Labourers
83,3,01/09/2010,2883.55,AUST,Factory Process Workers
84,3,01/09/2010,1099.27,AUST,"Farm, Forestry and Garden Workers"
85,3,01/09/2010,1573.29,AUST,Food Preparation Assistants
89,3,01/09/2010,7231.96,AUST,Other Labourers
0,1,01/09/2010,66576.87,NSW,NSW TOTAL
1,2,01/09/2010,9038.21,NSW,MANAGERS
11,3,01/09/2010,219.75,NSW,"Chief Executives, Managing Directors & Legislators"
12,3,01/09/2010,20.85,NSW,Farmers and Farm Managers
14,3,01/09/2010,1626.97,NSW,"Hospitality, Retail and Service Managers"
1A,3,01/09/2010,4618.19,NSW,Corporate Managers
1B,3,01/09/2010,1990.25,NSW,"Construction, Production and Distribution Managers"
